,Number,Title,Description,Link
17,"Season 128, Episode 4","A Family Affair in Umea, Sweden","When Tiffany landed a teaching position in Umea, Sweden, it wasn't just her husband, Dave, and the kids who were packing their bags. Tiffany's twin sister, Vanessa, is also on board for the move, and while the sisters may be inseparable, their wish lists aren't as in sync. To settle her entire family abroad, Tiffany will have to juggle the needs of the whole gang and hopefully land them in a home they can all agree on.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-family-affair-in-umea-sweden
18,"Season 128, Episode 5",To San Jose in Search of Nature,"Looking to trade skyscrapers for a soft jungle breeze, a pair of world-travelling teachers moves their family from busy Shanghai to calming San Jose, Costa Rica. Led by best intentions, Pat and Jen struggle to balance a pay cut with the needs of their two young daughters, but they realize that their biggest obstacle may be their differing ideas of what's best for their family.",https://www.hgtv.com/shows/house-hunters-international/episodes/to-san-jose-in-search-of-nature
19,"Season 128, Episode 6","Love, Work, Babies and Bikes","A couple puts her law career on hold to support his military promotion in Hainaut, Belgium. Between their dog, his motorcycle and her desire to start a family, however, the young couple will have to agree on their priorities before they can move into any home.",https://www.hgtv.com/shows/house-hunters-international/episodes/love-work-babies-and-bikes
20,"Season 128, Episode 7","Leaving Chilly Northern California for Cabo San Lucas, Mexico","A California couple decides to leave their large home in Silicon Valley for an even bigger home with ocean views in sunny Cabo San Lucas. But their expectations and their price point don't line up, and they'll need to fork over a lot more than they've planned if they want to make their Mexican dream a reality.",https://www.hgtv.com/shows/house-hunters-international/episodes/leaving-chilly-northern-california-for-cabo-san-lucas-mexico
21,"Season 128, Episode 8","Puerto Penasco, You've Changed","David grew up visiting Puerto Penasco, Mexico, and now he wants to share the quaint fishing village he remembers with his wife, Amanda, and their kids. But the quiet town he once knew has flourished and changed, and while Amanda loves being in the thick of it, David is determined to find a secluded slice of paradise that reminds him of the old days. They can't have it both ways, though, so David will have to decide if he's stuck in the past or willing to start a new family tradition in a changed Puerto Penasco.",https://www.hgtv.com/shows/house-hunters-international/episodes/puerto-penasco-youve-changed
22,"Season 128, Episode 9","The King of Queens in London, England","Jordan is getting the chance of a lifetime to study playwriting at a graduate school in London, and he's bringing his dog as well as his drag alter ego, Wanda Cookie, along for the adventure. Jordan is set on living solo, but his friend thinks he'll need something bigger than just a small studio apartment.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-king-of-queens-in-london-england
23,"Season 128, Episode 10","Puns of Fun in Phnom Penh, Cambodia","Speech therapist Joanne is moving from Los Angeles to Phnom Penh, Cambodia, to work, and she has a friend with a keen eye and local experience helping her look for an apartment. Joanne wants a Western-style apartment with modern appliances and enough space for a roommate to share expenses. Being new to the city, she would also like to live in a lively neighborhood with enough space to entertain new friends.",https://www.hgtv.com/shows/house-hunters-international/episodes/puns-of-fun-in-phnom-penh-cambodia
24,"Season 128, Episode 11",Beauty and Tulips in Amsterdam,"Kim, a beauty industry leader living in New York City, and Hein, a fourth-generation Dutch tulip farmer, are taking their long-distance relationship to the next level by moving in together in Amsterdam. The capital gives Kim that big city feel she loves, and it's a short commute for Hein to get to the farm. Kim wants a big, bright place with modern amenities near the historic canals, while Hein just wants parking and a home that offers the shortest commute possible.",https://www.hgtv.com/shows/house-hunters-international/episodes/beauty-and-tulips-in-amsterdam
25,"Season 128, Episode 12",A Devil of a Hunt in Tasmania,"After eight years of living in the heat of Darwin, Australia, Charlie wants to be in a cooler climate and insists his partner, Ryan, accept a job transfer to chilly Hobart, Tasmania. They're at odds over what is essential in their potential home. A former chef, Charlie wants a large, modern kitchen with a great view. Ryan just wants a place that's under budget and located downtown so he can walk to work. After looking at some homes, they realize that they'll have to break the bank, ditch Charlie's wish list or leave the city center.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-devil-of-a-hunt-in-tasmania
26,"Season 128, Episode 13",Honeymooners in Stockholm,"When David found out he couldn't bring Jessie to Stockholm unless they were married, he bought her a candy ring and hoped for the best. Now they're off to Sweden as newlyweds, with just one income and the challenges of living together for the first time. Jessie would like to find a place where she has her own personal space, but the couple's budget may force them into one where they cook, eat and sleep all in the same room.",https://www.hgtv.com/shows/house-hunters-international/episodes/honeymooners-in-stockholm
27,"Season 128, Episode 7","Fan Faves: Cabo San Lucas, Mexico","Check out this fan favorite as a California couple ditches Silicon Valley for a home with ocean views in Cabo San Lucas, Mexico. When their expectations don't match the prices, they may have to pay more than they planned to make their dream a reality.",https://www.hgtv.com/shows/house-hunters-international/episodes/fan-faves-cabo-san-lucas-mexico
