,Number,Title,Description,Link
11,"Season 125, Episode 12",No Money to Bern,"Paul and Hilary are moving to Bern, Switzerland, so that Paul can start a Ph.D. program. Hilary's dream of living in Switzerland spurred him to seek the opportunity, and in the student-centered housing market, she has a specific dream and lifestyle in mind. On a meager student's salary, however, Paul knows that they can't have it all, and they'll have to make some concessions to find the right place to live.",https://www.hgtv.com/shows/house-hunters-international/episodes/no-money-to-bern
12,"Season 125, Episode 13",Buddies in Barcelona,"Stella and Esther didn't know each other when they both moved from the Netherlands to Spain, but they met on their first day of work at the same company in Barcelona. They hit it off so well that they felt like lifelong friends immediately and decided to move in together. But will it be too much of a good thing?",https://www.hgtv.com/shows/house-hunters-international/episodes/buddies-in-barcelona
13,"Season 126, Episode 1",Proximity and Pets in Utrecht,"A couple sells their family home in Canada to buy their dream home in Utrecht, Netherlands. She wants to live in close proximity to her new place of work, he desires peace and quiet in the countryside and their daughter's only preference is getting a pet cat.",https://www.hgtv.com/shows/house-hunters-international/episodes/proximity-and-pets-in-urecht
14,"Season 126, Episode 2",All About Style in Vienna,"A couple leaves Riga, Latvia, to be closer to her corporate headquarters in Vienna, Austria. While he wants an eclectic apartment closer to city center, she would prefer a Scandinavian-style place away from the hustle and bustle. Accustomed to the smaller, affordable town of Riga, their budget will be front in center in the considerably larger and more expensive city of Vienna.",https://www.hgtv.com/shows/house-hunters-international/episodes/all-about-style-in-vienna
15,"Season 126, Episode 3",Active Family in Auckland,"Chris, Cindy and their three young children are moving from Michigan to Auckland, New Zealand. It's been a lifelong dream of theirs to live abroad, but there is just one big problem. Chris sees a house by the beach in his version of the dream, but Cindy wants to be within walking distance of shops, parks and other activities. They look at three very different properties and must make a difficult decision.",https://www.hgtv.com/shows/house-hunters-international/episodes/active-family-in-auckland
16,"Season 126, Episode 4",Checking Off a Goal,"Newlyweds that share a passion for travel and want to work internationally before starting a family leap at the chance to follow a job opportunity to Abbots Langley, England. This is their first time living abroad, as well as their first time living together, so their agent has his work cut out for him to find a home they both love.",https://www.hgtv.com/shows/house-hunters-international/episodes/checking-off-a-goal
17,"Season 126, Episode 5",Wherever I May Rome,"An Italo-Australian entrepreneur traveled to Rome to start a culinary tour business, but unexpectedly fell in love. It's food she's been seeking, not romance, but after a fast and furious dating period, she decides to expedite her business plans. She's looking for an apartment in the center of the city, but also wants to be close to public transportation.",https://www.hgtv.com/shows/house-hunters-international/episodes/wherever-i-may-rome
18,"Season 126, Episode 6",Sweet Life in Sitges,"Two years after tragically losing her husband, a mother decides to make a drastic change and move to Sitges, Spain, with her two boys. She's on a mission to find a light, bright and airy place with creature comforts that will usher in a new chapter of healing and happiness.",https://www.hgtv.com/shows/house-hunters-international/episodes/sweet-life-in-sitges
19,"Season 126, Episode 7","Next Level in Madrid, Spain","A couple that was bitten by the travel bug in college is ready to take the next step in their relationship with a move to Madrid, Spain. He wants more space with a place in the suburbs, but she's never lived in a big city and wants a prime location in the heart of town.",https://www.hgtv.com/shows/house-hunters-international/episodes/next-level-in-madrid-spain
20,"Season 126, Episode 8",England Now or Never,"A couple with two kids follows a job transfer to England to fulfill their dream of living abroad. While she prefers a house with quintessential English charm, he's taking a pay cut and wants to keep a close eye on the budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/england-now-or-never
21,"Season 126, Episode 9",Pool or No Pool in Brisbane,"After spending his entire life in his native England, Paul is ready to embrace Australia's sun and fun in a house with a pool. But a pool may be up for debate, as his American wife Kim is equally determined to put their two toddlers' safety first and foremost.",https://www.hgtv.com/shows/house-hunters-international/episodes/pool-or-no-pool-in-brisbane
22,"Season 126, Episode 10",Pining After Paris,"A woman that's dreamed of living in Paris from an early age seizes the opportunity to further her education in France. Her husband is going to be a stay-at-home dad with their newborn son, so he's not swooning over the lack of space that comes with living the Parisian lifestyle.",https://www.hgtv.com/shows/house-hunters-international/episodes/pining-after-paris
23,"Season 126, Episode 11",Going for Gold in Nagoya,"An Australian field hockey coach has the opportunity to train the Japanese women's team for the Olympics, so he and his family are moving to Nagoya without any research beforehand. Totally unfamiliar with the culture, they realize basic appliances will require extra cash, and on top of that, she wants an extra room for visitors that just isn't in the budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/going-for-gold-in-nagoya
24,"Season 126, Episode 12",Picture Perfect in Paris,"A freelance travel photographer that spent years saving her money is convinced now is the time to move to the city that stole her heart -- Paris. She brings a friend along to help search for a spacious apartment that can double as a photography studio, but they quickly realize finding such a place is nearly impossible.",https://www.hgtv.com/shows/house-hunters-international/episodes/picture-perfect-in-paris
25,"Season 126, Episode 13",Three's a Crowd in Sweden,"Friends Caitlin and Hanna are following teaching jobs to Gothenburg, Sweden. Hanna and her long-distance boyfriend are using the opportunity to live under one roof, throwing Caitlin for a loop. While Hanna wants to be in the hustle and bustle of downtown, Caitlin is more cautious with finances and prefers having more space over a hip location.",https://www.hgtv.com/shows/house-hunters-international/episodes/threes-a-crowd-in-sweden
